city,year,min_mag,max_mag,frequency,population
mawab,2024,1.3,2.7,5,38438
mawab,2025,1.5,3.5,7,38486
mayantoc,2020,2.3,4.0,3,34494
mayantoc,2023,1.6,2.2,3,35604
mayantoc,2024,1.5,4.0,4,35931
mayantoc,2025,1.4,2.0,6,36234
maydolong,2020,2.1,4.1,7,15787
maydolong,2021,2.2,4.2,3,16008
maydolong,2022,2.0,3.0,8,16232
maydolong,2023,1.8,3.8,7,16459
maydolong,2024,1.8,3.7,10,16690
maydolong,2025,1.4,3.1,46,16923
mayorga,2021,2.4,2.4,1,20135
mayorga,2024,1.7,1.9,2,21828
mayoyao,2023,1.5,2.2,2,17829
mayoyao,2024,1.6,1.6,1,17860
medellin,2020,2.2,3.1,5,60570
medellin,2021,2.3,2.8,3,61529
medellin,2022,1.7,3.8,35,62454
medellin,2023,1.7,1.7,1,63343
medellin,2025,1.9,2.1,7,65017
mercedes,2020,2.2,4.2,28,53526
mercedes,2021,1.9,4.0,34,53968
mercedes,2022,2.3,5.3,98,54375
mercedes,2023,1.9,4.0,58,54747
mercedes,2024,1.9,4.3,44,55084
mercedes,2025,1.7,4.1,44,55387
merida,2020,2.1,2.4,2,32160
merida,2022,2.0,4.4,4,33140
merida,2023,2.1,2.2,2,33640
merida,2025,2.1,2.1,1,34659
mexico,2025,2.1,2.1,1,164818
miagao,2020,2.5,2.5,1,69611
miagao,2021,1.9,1.9,1,69975
miagao,2023,1.5,3.4,3,70526
miagao,2024,1.7,2.7,3,70715
miagao,2025,2.2,2.9,3,70844
midsalip,2020,1.8,4.4,5,32487
midsalip,2021,2.1,2.3,2,32541
midsalip,2022,1.7,3.1,4,32583
midsalip,2023,1.8,3.1,8,32615
midsalip,2024,1.5,4.2,8,32635
midsalip,2025,1.9,2.6,4,32644
midsayap,2021,2.6,2.6,1,169222
midsayap,2025,3.5,3.5,1,177239
milagros,2024,2.7,2.7,1,63608
milagros,2025,2.0,2.0,1,64169
minalabac,2022,2.4,2.4,1,57008
minglanilla,2020,4.2,4.2,1,150691
minglanilla,2024,3.7,3.7,1,162855
minglanilla,2025,1.9,1.9,1,165484
moalboal,2020,2.2,2.2,1,34631
mobo,2020,3.5,3.5,1,41812
mobo,2021,2.5,2.5,3,42379
mobo,2022,2.4,3.0,3,42931
mobo,2023,1.5,3.4,13,43469
mobo,2024,1.5,2.2,3,43992
mogpog,2020,1.9,1.9,1,34678
mogpog,2022,2.1,2.2,2,34951
mogpog,2023,1.4,1.4,1,35091
mogpog,2024,3.5,3.5,1,35233
mogpog,2025,1.2,2.8,6,35378
moncada,2022,3.5,3.5,1,59985
moncada,2023,1.7,1.7,1,60306
mondragon,2020,2.1,3.6,6,41601
mondragon,2021,2.3,4.6,5,42130
mondragon,2022,1.5,3.1,6,42640
mondragon,2023,1.6,2.6,5,43131
mondragon,2024,1.4,3.7,31,43606
mondragon,2025,1.3,2.7,28,44060
monkayo,2020,2.7,2.7,1,96926
monkayo,2021,1.8,3.1,12,97175
monkayo,2022,1.7,4.9,9,97368
monkayo,2023,1.2,2.6,28,97505
monkayo,2024,1.4,3.0,36,97588
monkayo,2025,1.4,3.2,13,97614
monreal,2020,1.9,3.3,7,27485
monreal,2021,2.7,3.7,3,27620
monreal,2022,2.3,3.4,7,27742
monreal,2023,1.8,4.1,17,27849
monreal,2024,1.3,3.8,43,27943
monreal,2025,1.4,2.8,21,28022
montevista,2020,1.7,2.5,2,46611
montevista,2022,2.1,2.5,3,47650
montevista,2023,1.2,2.3,22,48139
montevista,2024,1.5,3.1,10,48608
montevista,2025,1.6,3.5,12,49055
morong,2020,1.7,3.0,26,33829
morong,2021,1.7,3.1,20,34661
morong,2022,2.1,3.2,18,35495
morong,2023,1.5,3.2,42,36333
morong,2024,1.4,3.2,54,37184
morong,2025,1.4,2.6,32,38020
motiong,2020,2.1,4.0,2,15497
motiong,2021,1.7,2.1,2,15540
motiong,2022,2.7,2.7,1,15575
motiong,2023,3.5,3.5,1,15601
motiong,2024,2.0,2.6,5,15619
motiong,2025,1.8,2.5,5,15627
mulanay,2020,1.8,2.8,3,55349
mulanay,2021,2.0,4.0,11,55709
mulanay,2022,2.2,3.6,3,56040
mulanay,2023,2.7,3.2,3,56341
mulondo,2023,2.0,2.0,1,19171
munai,2021,1.8,1.8,1,39286
munai,2025,1.7,1.7,1,43474
murcia,2022,3.0,3.0,1,87745
murcia,2024,2.1,3.1,3,89368
murcia,2025,1.2,4.6,31,90137
mutia,2020,1.6,1.6,1,13035
mutia,2021,2.7,2.7,1,13093
mutia,2022,1.5,2.7,3,13147
mutia,2023,1.9,2.3,3,13196
mutia,2024,1.5,2.5,8,13239
mutia,2025,1.5,1.5,1,13277
naawan,2021,2.2,2.2,1,23547
naawan,2022,2.4,2.4,1,23886
naawan,2023,2.7,2.7,1,24210
naawan,2024,3.4,3.4,1,24519
nabas,2023,2.3,4.0,2,43598
nabas,2025,2.3,2.3,1,45577
nabua,2022,1.2,1.2,1,87592
nabua,2023,2.5,2.5,1,87935
naga,2020,2.2,2.5,2,39787
naga,2022,1.5,1.5,1,40063
naga,2023,1.7,1.7,1,40151
naga,2024,2.7,2.7,1,40207
naga,2025,1.6,2.1,2,40229
naga city,2020,2.8,2.8,1,213549
nagbukel,2022,1.4,3.5,22,5601
nagbukel,2023,1.6,4.2,9,5642
nagbukel,2025,2.2,2.5,2,5717
nagcarlan,2020,1.5,1.5,1,65554
nagtipunan,2020,1.4,2.7,7,24067
nagtipunan,2021,1.6,2.3,14,24150
nagtipunan,2022,1.6,2.5,11,24220
nagtipunan,2023,1.4,2.4,3,24278
nagtipunan,2024,1.5,2.0,4,24322
nagtipunan,2025,1.6,3.3,6,24355
naguilian,2020,2.4,2.4,2,60000
nampicuan,2023,2.2,2.2,1,17861
nampicuan,2024,1.9,1.9,1,18266
narra,2024,2.2,2.2,2,84542
narvacan,2022,1.4,3.2,27,45142
narvacan,2023,2.0,2.2,4,45224
narvacan,2024,2.2,3.6,4,45285
narvacan,2025,1.5,1.5,1,45324
nasipit,2024,3.0,3.0,1,44154
nasugbu,2020,1.5,4.3,118,145523
nasugbu,2021,1.5,3.6,74,147856
nasugbu,2022,1.2,3.9,117,150197
nasugbu,2023,1.4,3.8,119,152545
nasugbu,2024,1.2,4.4,97,154907
nasugbu,2025,1.3,3.8,119,157271
natividad,2021,1.8,1.8,1,25948
natividad,2023,1.7,1.7,1,26407
natividad,2025,1.6,1.6,1,26815
natonin,2023,1.9,2.2,2,10482
natonin,2024,1.8,2.4,3,10500
naujan,2020,1.6,3.3,8,111260
naujan,2021,2.0,4.4,10,112755
naujan,2022,1.6,2.5,12,114188
naujan,2023,1.5,2.3,12,115559
naujan,2024,1.6,3.7,8,116873
naujan,2025,1.8,2.7,7,118121
new bataan,2020,2.0,4.0,15,48975
new bataan,2021,1.6,3.2,9,49149
new bataan,2022,1.8,3.1,5,49294
new bataan,2023,1.2,5.9,416,49411
new bataan,2024,1.4,5.3,99,49502
new bataan,2025,1.4,3.5,24,49564
new corella,2021,2.5,2.7,2,57778
new corella,2022,2.0,2.0,1,58199
new corella,2023,2.0,3.0,3,58598
new corella,2024,1.6,3.5,4,58975
new corella,2025,1.3,2.1,3,59328
new lucena,2021,1.8,1.8,1,24102
new lucena,2022,2.3,2.3,1,24213
new lucena,2024,1.7,2.0,2,24374
norala,2020,1.4,2.1,4,49277
norala,2021,1.7,1.7,1,49680
norala,2022,2.4,2.6,2,50039
norala,2024,1.3,3.1,6,50628
norala,2025,1.5,1.5,1,50857
northern kabuntalan,2023,2.5,2.5,1,37566
northern kabuntalan,2024,2.6,2.6,1,39406
norzagaray,2020,1.5,1.5,1,115875
nueva era,2020,1.6,2.9,5,11279
nueva era,2021,1.6,4.0,11,11662
nueva era,2022,1.3,4.8,282,12053
nueva era,2023,1.2,3.5,62,12452
nueva era,2024,1.5,4.0,37,12859
nueva era,2025,1.3,3.6,18,13273
nueva valencia,2020,1.6,3.1,24,41395
nueva valencia,2021,1.5,3.7,20,41648
nueva valencia,2022,1.6,3.0,12,41879
nueva valencia,2023,1.5,2.4,6,42086
nueva valencia,2024,1.2,3.7,22,42269
nueva valencia,2025,1.7,2.9,18,42430
ocampo,2023,2.1,2.1,1,48635
ocampo,2024,2.5,2.5,1,48860
ocampo,2025,2.4,2.4,1,49057
odiongan,2022,2.2,2.9,3,47376
odiongan,2023,1.6,4.8,30,47615
odiongan,2025,3.3,3.3,1,48056
olongapo city,2020,3.2,4.4,3,243668
olutanga,2020,2.8,2.8,1,38533
olutanga,2021,2.6,5.0,2,39497
olutanga,2022,1.7,3.2,4,40453
olutanga,2023,2.1,2.6,2,41400
olutanga,2024,2.2,2.6,3,42342
olutanga,2025,2.0,2.7,5,43273
opol,2025,1.8,3.2,3,79064
orani,2024,1.4,1.4,1,77425
oras,2020,2.7,2.7,1,38053
oras,2024,1.6,2.8,3,39329
oras,2025,2.1,4.2,5,39653
orion,2022,2.2,2.7,2,62362
ormoc city,2020,1.5,3.1,7,237041
ormoc city,2021,1.8,2.9,17,241779
ormoc city,2022,1.7,2.6,10,246602
ormoc city,2023,2.3,3.3,2,251511
ormoc city,2024,3.6,3.6,1,256518
oslob,2020,1.6,3.0,6,29434
oslob,2021,2.8,2.8,1,29651
oslob,2025,1.1,2.0,3,30194
oton,2020,2.1,2.2,2,94477
oton,2022,2.6,3.1,2,96492
oton,2024,1.4,2.0,3,98226
oton,2025,1.6,1.6,1,98985
padada,2020,2.1,2.7,6,27449
padada,2021,2.2,2.2,1,27628
padada,2023,2.0,2.0,1,27989
padada,2024,1.8,2.6,2,28171
padre burgos,2022,1.6,2.3,8,25704
padre burgos,2023,2.3,2.3,2,26114
padre burgos,2024,2.6,2.6,4,26511
padre burgos,2025,2.0,3.7,8,26892
paete,2020,1.7,1.7,1,26294
paete,2025,1.3,1.3,1,27161
pagbilao,2024,1.7,2.1,2,91469
pagbilao,2025,1.6,1.6,1,93080
paglat,2021,2.5,2.5,1,21983
paglat,2023,2.1,2.1,1,24414
pagudpud,2020,1.6,3.2,28,25441
pagudpud,2021,1.8,3.9,30,25759
pagudpud,2022,1.6,4.1,49,26070
pagudpud,2023,1.6,3.9,69,26374
pagudpud,2024,1.3,5.4,62,26671
pagudpud,2025,1.4,4.5,88,26960
palanan,2020,1.5,3.6,20,18238
palanan,2021,2.0,3.8,33,18406
palanan,2022,1.8,3.8,16,18563
palanan,2023,1.9,3.9,33,18709
palanan,2024,2.0,3.2,9,18846
palanan,2025,2.1,3.7,17,18971
palanas,2020,2.0,4.0,4,26849
palanas,2021,2.6,3.5,3,26934
palanas,2022,2.3,3.3,4,27006
palanas,2023,2.3,3.2,7,27063
palanas,2024,2.4,2.5,2,27106
palanas,2025,1.6,3.4,7,27136
palapag,2020,1.9,4.0,18,35218
palapag,2021,2.1,3.3,7,35345
palapag,2022,2.4,3.8,7,35450
palapag,2023,2.2,3.8,10,35534
palapag,2024,1.8,3.9,10,35597
palapag,2025,1.3,3.9,48,35639
palauig,2020,1.4,4.2,76,36420
palauig,2021,1.5,4.1,52,36647
palauig,2022,1.5,3.5,34,36851
palauig,2023,1.4,4.7,45,37032
palauig,2024,1.2,4.0,49,37188
palauig,2025,1.3,3.6,46,37320
palimbang,2020,1.7,4.7,25,94655
palimbang,2021,1.9,4.2,23,95360
palimbang,2022,1.6,4.0,17,96008
palimbang,2023,1.7,4.2,13,96602
palimbang,2024,1.8,7.1,30,97142
palimbang,2025,1.5,5.9,76,97624
palo,2022,2.7,2.7,1,79598
palompon,2020,1.9,2.4,3,61289
palompon,2023,1.8,2.2,4,63300
palompon,2024,1.9,2.6,5,63983
palompon,2025,1.6,2.5,10,64669
paluan,2020,1.5,4.2,130,16415
paluan,2021,1.8,5.5,125,16464
paluan,2022,1.4,5.0,140,16502
paluan,2023,1.4,4.7,92,16530
paluan,2024,1.3,4.7,140,16548
paluan,2025,1.1,3.7,123,16555
pambujan,2020,1.7,3.6,9,34547
pambujan,2021,1.7,3.4,10,34791
pambujan,2022,1.8,4.1,22,35016
pambujan,2023,2.3,3.7,19,35221
pambujan,2024,1.2,5.7,65,35407
pambujan,2025,2.2,3.6,18,35573
pamplona,2020,2.0,2.9,15,24262
pamplona,2021,1.8,2.9,27,24348
pamplona,2022,1.6,3.4,54,24417
pamplona,2023,1.4,1.7,9,24470
pamplona,2024,1.5,3.0,27,24507
pamplona,2025,1.8,2.8,21,24528
panaon,2020,2.3,2.3,1,10429
panaon,2023,2.1,2.1,1,10496
panaon,2025,2.5,2.5,1,10511
panay,2021,2.8,2.8,1,49334
panay,2024,2.4,2.4,1,51074
pandan,2020,1.7,5.0,54,21282
pandan,2021,1.5,3.4,26,21409
pandan,2022,1.5,4.1,32,21527
pandan,2023,1.5,3.9,30,21635
pandan,2024,1.9,3.9,30,21733
pandan,2025,1.6,4.7,26,21822
pangantucan,2020,1.9,2.6,7,56498
pangantucan,2021,2.1,3.8,5,57076
pangantucan,2022,2.3,2.3,1,57616
pangantucan,2023,1.7,2.5,3,58120
pangantucan,2024,1.7,1.8,2,58588
pangantucan,2025,1.5,2.1,4,59017
panglao,2020,1.6,2.9,8,38859
panglao,2021,2.0,2.5,5,40059
panglao,2022,1.6,3.4,4,41300
panglao,2023,3.0,3.0,1,42583
panglao,2024,1.4,1.9,5,43911
panglao,2025,1.4,2.3,7,45277
pangutaran,2020,2.3,2.3,1,31386
pangutaran,2021,4.6,4.6,1,31501
pangutaran,2023,3.4,3.4,1,31688
pangutaran,2025,2.1,3.6,2,31821
paniqui,2022,2.1,2.1,1,99141
panitan,2023,2.9,2.9,1,44223
pantabangan,2020,1.8,1.8,1,32579
pantabangan,2021,1.6,2.6,4,33146
pantabangan,2022,2.1,2.1,1,33723
pantabangan,2023,2.3,2.5,2,34309
pantao ragat,2022,1.8,2.3,3,34486
pantao ragat,2023,1.9,1.9,1,35441
pantao ragat,2024,2.1,2.1,2,36398
pantar,2020,1.7,1.7,1,24968
pantar,2025,1.4,1.4,1,28078
pantukan,2020,1.5,4.0,19,90269
pantukan,2021,1.8,2.7,5,91024
pantukan,2022,1.9,3.4,10,91734
pantukan,2023,1.4,3.0,5,92397
pantukan,2024,2.2,3.4,7,93018
pantukan,2025,1.8,3.1,14,93590
panukulan,2020,1.5,4.0,18,14588
panukulan,2021,1.6,2.9,17,14772
panukulan,2022,1.6,4.5,26,14949
panukulan,2023,1.5,3.2,24,15116
panukulan,2024,1.3,3.3,34,15275
panukulan,2025,1.5,4.0,28,15426
paoay,2020,2.1,3.1,3,25499
paoay,2021,1.8,3.0,3,25595
paoay,2022,1.5,3.8,6,25681
paoay,2023,2.0,2.0,2,25755
paoay,2024,1.3,2.6,2,25818
paoay,2025,1.6,2.8,8,25871
paracale,2020,1.9,2.9,10,64703
paracale,2022,1.6,1.6,1,66753
paracale,2024,2.1,2.1,1,68687
paracale,2025,3.5,3.7,2,69608
paracelis,2020,1.8,1.8,1,29557
paracelis,2021,1.9,2.2,3,29840
paracelis,2022,1.6,2.6,13,30120
paracelis,2023,1.4,3.7,18,30397
paracelis,2024,1.5,2.6,8,30673
paracelis,2025,1.2,2.6,29,30946
parang,2020,2.1,2.1,2,100969
parang,2023,2.5,2.5,2,108188
parang,2024,1.8,2.3,4,110601
parang,2025,1.5,1.9,4,113008
pasacao,2020,2.3,2.3,1,51470
pasacao,2021,2.5,2.5,1,51885
pasacao,2022,2.1,2.3,2,52274
pasacao,2023,2.1,2.4,2,52635
pasacao,2024,2.4,2.4,1,52971
pasacao,2025,1.3,1.6,5,53278
pasil,2020,2.0,2.2,3,9812
pasil,2021,2.2,2.2,1,9836
pasil,2022,1.9,2.6,4,9856
pasil,2025,2.1,2.1,1,9895
pastrana,2020,2.4,2.4,1,19127
pasuquin,2020,1.8,3.1,19,29685
pasuquin,2021,1.9,4.2,12,29791
pasuquin,2022,1.8,3.4,15,29884
pasuquin,2023,1.4,3.7,30,29963
pasuquin,2024,1.5,4.7,27,30031
pasuquin,2025,1.1,5.5,21,30085
patnanungan,2020,1.5,3.2,5,15330
patnanungan,2021,2.0,2.5,8,15451
patnanungan,2022,1.5,3.2,17,15564
patnanungan,2023,1.3,4.3,24,15667
patnanungan,2024,1.7,4.4,15,15763
patnanungan,2025,1.5,3.7,13,15850
patnongon,2020,2.0,4.1,12,38834
patnongon,2021,2.9,3.7,5,39110
patnongon,2022,3.5,3.5,1,39366
patnongon,2023,2.2,3.4,9,39600
patnongon,2024,1.7,4.0,4,39815
patnongon,2025,2.7,2.7,1,40008
payao,2022,1.4,1.4,1,33542
payao,2024,1.8,3.4,5,33842
payao,2025,1.6,1.6,1,33953
perez,2020,1.4,1.6,2,12433
perez,2025,2.3,2.3,1,12587
peñablanca,2023,1.7,1.7,1,50603
peñablanca,2024,1.6,1.6,1,50707
peñablanca,2025,1.8,2.1,2,50777
peñarrubia,2022,1.4,3.5,43,6724
peñarrubia,2023,1.5,2.8,11,6728
peñarrubia,2024,1.7,2.9,5,6730
peñarrubia,2025,2.0,3.1,5,6730
piagapo,2024,1.5,1.6,2,31757
piagapo,2025,1.4,1.8,2,32557
piddig,2020,2.5,3.0,2,22149
piddig,2021,2.6,2.8,2,22254
piddig,2022,1.4,3.3,4,22349
piddig,2023,1.6,3.0,8,22435
piddig,2024,1.7,2.6,6,22512
piddig,2025,2.1,2.8,6,22580
pidigan,2022,2.0,3.0,10,12804
pidigan,2023,1.9,3.3,4,12880
pidigan,2024,3.1,3.1,1,12953
pidigan,2025,2.0,2.4,3,13023
pigkawayan,2021,2.4,2.7,2,74084
pigkawayan,2022,2.4,2.4,1,75015
pigkawayan,2023,2.0,2.0,1,75858
pigkawayan,2025,2.0,2.1,2,77288
pikit,2020,2.0,2.5,2,204157
pikit,2021,2.0,2.5,3,215104
pikit,2022,1.7,3.1,4,226337
pikit,2023,1.8,1.8,1,237855
pila,2020,1.0,1.9,4,53199
pila,2021,2.0,2.0,1,53691
pilar,2020,1.6,3.4,210,43766
pilar,2021,1.6,3.4,224,43854
pilar,2022,1.4,5.2,1113,43937
pilar,2023,1.4,4.9,238,44013
pilar,2024,1.4,4.0,245,44093
pilar,2025,1.3,3.1,210,44149
pililla,2022,1.8,1.8,1,68074
pinamalayan,2021,2.4,2.4,1,90954
pinamalayan,2023,1.5,2.5,2,92077
pinamalayan,2024,3.9,3.9,1,92547
pinamalayan,2025,1.7,2.0,3,92953
pinili,2020,1.7,2.2,3,17676
pinili,2021,1.7,1.7,1,17729
pinili,2022,1.4,2.7,8,17775
pinili,2023,1.6,2.8,6,17814
pinili,2024,1.6,2.1,4,17844
pinili,2025,1.3,3.8,6,17867
pintuyan,2020,1.6,3.4,10,10388
pintuyan,2021,1.8,2.5,5,10507
pintuyan,2022,1.5,2.2,4,10627
pintuyan,2023,1.6,2.9,8,10749
pintuyan,2024,1.5,3.2,6,10873
pintuyan,2025,1.6,3.0,13,10999
pinukpuk,2021,1.7,2.0,2,33875
pinukpuk,2022,1.6,3.6,14,34154
pinukpuk,2023,1.5,3.2,13,34423
pinukpuk,2024,1.7,3.3,2,34683
pinukpuk,2025,1.8,2.6,3,34932
pio duran,2021,2.9,2.9,1,48534
pio duran,2022,1.6,2.6,2,48734
pio duran,2023,1.7,3.8,5,48901
pio duran,2024,1.5,2.5,4,49037
pio duran,2025,1.8,2.4,3,49140
pitogo,2020,2.7,2.7,2,24659
pitogo,2021,2.3,2.5,6,24947
pitogo,2022,2.4,2.4,4,25221
pitogo,2023,1.4,2.5,12,25480
pitogo,2024,1.5,2.0,12,25725
pitogo,2025,1.4,3.2,20,25955
placer,2020,1.6,2.7,20,57013
placer,2021,2.0,3.0,12,57164
placer,2022,1.5,2.3,6,57285
placer,2023,1.9,2.4,4,57377
placer,2024,1.8,2.5,10,57439
placer,2025,2.0,3.3,8,57472
plaridel,2020,1.8,2.7,6,111495
plaridel,2023,2.0,2.3,6,112728
pola,2021,2.0,3.7,2,36505
pola,2022,1.7,2.2,7,36722
pola,2023,1.6,2.6,11,36914
pola,2024,1.3,2.4,9,37081
pola,2025,1.7,1.9,2,37223
polanco,2021,2.5,2.5,1,40282
polanco,2023,2.4,2.4,1,40473
polanco,2024,1.6,2.6,4,40545
polangui,2023,1.5,1.5,1,97108
polangui,2025,1.5,1.5,1,98829
polillo,2020,1.6,3.3,6,33066
polillo,2021,1.6,3.5,8,33509
polillo,2022,1.5,4.2,13,33933
polillo,2023,1.6,3.4,7,34337
polillo,2024,1.6,2.9,13,34723
polillo,2025,1.3,1.5,7,35088
polomolok,2020,1.7,2.8,14,165593
polomolok,2021,2.0,3.4,2,167857
polomolok,2022,2.6,3.2,2,169992
polomolok,2023,1.5,2.0,2,171999
polomolok,2024,1.5,2.5,10,173882
polomolok,2025,1.4,2.1,3,175631
poona piagapo,2022,4.1,4.1,1,31512
poona piagapo,2023,1.8,1.8,1,32109
porac,2020,1.8,2.0,2,137549
porac,2021,1.5,3.5,15,139783
porac,2022,1.6,3.3,8,141870
porac,2023,1.6,3.2,4,143809
porac,2024,1.8,2.1,2,145607
poro,2020,2.1,2.1,1,26834
poro,2021,2.2,2.2,1,27106
poro,2024,1.3,5.1,27,27802
poro,2025,1.6,2.4,6,27994
pototan,2024,2.9,2.9,1,80001
president quirino,2020,1.5,2.3,15,42692
president quirino,2025,2.1,2.1,1,43357
president roxas,2020,1.8,4.2,10,30768
president roxas,2023,1.6,1.6,2,31465
president roxas,2025,1.9,1.9,2,31944
prieto diaz,2020,2.0,5.4,14,24437
prieto diaz,2021,2.0,3.8,13,24807
prieto diaz,2022,1.7,4.5,37,25167
prieto diaz,2023,2.1,4.7,17,25515
prieto diaz,2024,1.3,3.9,50,25852
prieto diaz,2025,1.1,4.0,57,26176
pudtol,2022,2.0,2.3,2,16532
pudtol,2023,1.5,1.5,1,16745
pudtol,2025,2.2,2.2,1,17159
puerto galera,2020,1.4,3.6,25,40752
puerto galera,2021,1.6,3.7,22,41552
puerto galera,2022,1.6,2.5,9,42338
puerto galera,2023,1.6,2.7,6,43109
puerto galera,2024,1.8,3.8,12,43868
puerto galera,2025,1.0,2.8,32,44611
pugo,2020,2.6,3.0,2,23096
pugo,2021,4.0,4.0,1,23809
pugo,2022,2.8,3.2,2,24530
pugo,2024,2.0,2.7,2,25994
pugo,2025,1.8,4.4,3,26736
pulupandan,2020,2.0,2.0,1,29685
pura,2020,1.4,1.4,1,24455
pura,2025,2.9,2.9,2,25177
quezon,2020,1.6,2.8,36,26899
quezon,2021,1.8,3.4,78,27060
quezon,2022,2.1,2.3,18,27204
quezon,2023,1.5,2.9,24,27331
quezon,2024,1.8,4.2,48,27442
quezon,2025,1.3,2.8,48,27535
quinapondan,2020,2.4,2.4,1,15618
quinapondan,2021,2.4,2.8,3,15794
quinapondan,2022,2.4,2.4,1,15973
quinapondan,2023,2.1,3.7,3,16152
quinapondan,2024,2.3,2.8,3,16335
quinapondan,2025,1.8,2.8,5,16518
quirino,2021,1.9,3.0,4,26869
quirino,2022,1.5,4.5,30,27226
quirino,2023,1.7,2.5,3,27571
quirino,2024,1.8,2.5,3,27904
quirino,2025,1.8,2.5,4,28224
ragay,2020,1.8,2.6,4,60775
ragay,2021,2.0,2.6,5,61198
ragay,2022,1.6,3.4,5,61589
ragay,2023,1.5,4.4,105,61947
ragay,2024,1.7,3.0,7,62273
ragay,2025,1.2,3.9,46,62564
ramon,2020,1.5,1.5,1,54997
ramon,2021,1.7,2.0,2,55362
ramon,2022,1.4,2.8,5,55692
ramon,2023,1.4,1.5,2,55988
ramon,2024,1.7,3.5,3,56251
ramon,2025,1.4,2.4,8,56479
ramos,2021,1.9,1.9,1,22637
ramos,2023,1.5,1.5,1,23006
ramos,2025,1.8,1.8,1,23342
rapu-rapu,2020,1.8,4.0,6,37923
rapu-rapu,2021,2.4,4.2,5,38099
rapu-rapu,2022,2.0,3.3,6,38266
rapu-rapu,2023,1.5,4.3,14,38425
rapu-rapu,2024,1.3,3.9,35,38574
rapu-rapu,2025,1.3,4.8,52,38714
real,2020,1.5,2.3,5,36722
real,2022,1.4,4.4,13,36902
real,2023,1.2,2.6,3,36967
real,2024,2.2,2.9,3,37015
real,2025,1.3,1.8,3,37046
remedios t. romualdez,2020,2.0,2.9,4,16602
remedios t. romualdez,2021,1.6,4.7,23,16676
remedios t. romualdez,2022,1.9,3.2,16,16737
remedios t. romualdez,2023,1.4,3.3,26,16786
remedios t. romualdez,2024,1.4,3.8,19,16823
remedios t. romualdez,2025,1.4,3.9,17,16847
rizal,2020,1.8,3.1,60,18502
rizal,2021,1.4,3.4,150,18567
rizal,2022,1.5,4.6,230,18620
rizal,2023,1.3,4.4,140,18661
rizal,2024,1.6,4.6,170,18689
rizal,2025,1.3,2.7,135,18704
ronda,2022,2.6,2.6,1,22710
ronda,2024,1.6,1.6,1,23264
ronda,2025,2.0,2.0,1,23520
rosales,2023,2.1,2.1,1,67306
rosales,2024,2.1,2.1,1,67686
rosario,2020,1.6,3.2,75,57906
rosario,2021,1.7,3.4,125,58304
rosario,2022,1.7,3.7,135,58667
rosario,2023,1.5,4.1,210,58996
rosario,2024,1.4,4.7,210,59293
rosario,2025,1.1,3.6,235,59555
roseller lim,2020,2.2,2.2,1,49960
roseller lim,2023,1.5,1.5,1,53683
roseller lim,2024,1.6,2.0,4,54907
roseller lim,2025,1.3,2.1,8,56116
roxas,2020,1.9,2.6,12,65169
roxas,2021,1.8,3.3,12,65747
roxas,2022,1.6,3.0,18,66286
roxas,2023,1.4,2.9,27,66787
roxas,2024,5.1,5.1,3,67252
roxas,2025,1.3,3.6,285,67677
sabangan,2020,4.5,4.5,1,9821
sabangan,2021,1.8,2.3,3,9921
sabangan,2022,1.5,2.1,6,10021
sabangan,2023,2.0,2.0,1,10119
sabangan,2024,2.1,2.5,2,10218
sabangan,2025,1.4,1.9,3,10315
sablan,2020,2.0,2.0,1,12129
sablan,2021,1.8,3.5,2,12238
sablan,2024,1.6,1.9,2,12507
sablan,2025,1.8,2.2,4,12578
sablayan,2020,1.4,2.9,11,88179
sablayan,2021,1.5,5.3,206,89058
sablayan,2022,1.7,3.5,45,89889
sablayan,2023,1.5,3.3,40,90673
sablayan,2024,1.5,3.4,16,91410
sablayan,2025,1.3,4.3,42,92098
sabtang,2020,2.3,5.4,44,1611
sabtang,2021,2.1,4.9,32,1610
sabtang,2022,1.5,5.1,63,1607
sabtang,2023,1.9,5.4,71,1606
sabtang,2024,1.4,5.3,68,1604
sabtang,2025,1.7,4.2,56,1602
sadanga,2020,2.4,2.4,1,8958
sadanga,2022,1.6,2.3,4,9011
sadanga,2023,1.5,3.3,2,9035
sadanga,2025,1.2,1.9,2,9079
sagada,2020,2.0,2.0,1,11223
sagada,2021,1.5,2.7,6,11236
sagada,2022,1.6,2.2,10,11247
sagada,2023,1.4,1.8,4,11256
sagada,2024,1.7,2.3,2,11263
sagay,2022,2.2,2.2,1,13471
saguday,2021,1.8,1.8,1,17526
saguday,2022,1.4,1.4,1,17752
sagñay,2023,1.9,1.9,1,38628
sagñay,2025,1.5,2.0,3,39507
saint bernard,2020,1.6,4.6,12,31794
saint bernard,2021,1.9,2.8,6,32537
saint bernard,2022,2.8,3.8,7,33298
saint bernard,2023,1.7,3.0,5,34077
saint bernard,2024,2.2,2.6,4,34876
saint bernard,2025,1.6,3.5,20,35689
salcedo,2020,2.3,2.8,3,25073
salcedo,2021,2.4,2.5,3,25624
salcedo,2022,1.6,3.6,20,26187
salcedo,2023,1.6,3.9,5,26762
salcedo,2024,1.8,3.3,8,27350
salcedo,2025,1.7,3.5,14,27947
sallapadan,2022,1.3,3.5,13,7069
sallapadan,2023,1.5,2.8,5,7127
sallapadan,2024,1.7,2.2,3,7183
sallapadan,2025,1.4,1.4,1,7238
